,designation,country,MTE: designation
4167,Bear Point,US,57.5
4168,Grand Cru Brand,France,57.5
4169,Scharzhofberger GG Trocken,Germany,57.5
4170,Howell Mountain,US,57.5
4171,Blackjack Pasture,US,57.5
4172,Rochioli-Allen Vineyards,US,57.5
4173,Tesoro,US,57.375
4174,Tesoro,Austria,57.375
4175,Split Rail Vineyard,US,57.33333333333334
4176,Bleu Saphir,US,57.33333333333334
4177,Jubiléé,France,57.33333333333334
4178,Père de Famille,US,57.30769230769231
4179,Klopp Ranch,US,57.27272727272727
4180,D'Amare,Italy,57.25
4181,The Nth Degree,US,57.22222222222222
4182,Chryseia,Portugal,57.2
4183,Rubesco Riserva Vigna Monticchio,Italy,57.16666666666666
4184,Symmetry Red,US,57.14285714285714
4185,Salvestrin Estate Vineyard,US,57.14285714285714
4186,Dutton Ranch Sanchietti Vineyard,US,57.14285714285714
4187,Les Pommiers,US,57.14285714285714
4188,Toboni Vineyard,US,57.111111111111114
4189,Monte Vide Eu Tannat-Merlot-Tempranillo,Uruguay,57.0
4190,Don Miguel Vineyard Cristina,US,57.0
4191,Stagnum,Croatia,57.0
4192,Clos Saint-Théobald Schistes Rangen Grand Cru,France,57.0
4193,Hochheimer Domdechaney Trocken GG Erste Lage,Germany,57.0
4194,Contrada G,Italy,57.0
4195,Les Brulées,France,57.0
4196,Reuben's Private Reserve,Croatia,57.0
4197,Rapley Trail Vineyard,US,57.0
4198,Windrow Vineyards Old Block,US,57.0
4199,Inchinnan,US,57.0
4200,Klopp Ranch Méthode a L'Ancienne,US,57.0
4201,Premier Cru Beaumonts,France,57.0
4202,Les Grandes Terrasses,France,57.0
4203,Rossj-Bass,Italy,57.0
4204,Pago la Jara,Spain,57.0
4205,El Puntido Gran Reserva,Spain,57.0
4206,Badde Nigolosu Tuderi,Italy,57.0
4207,Peqeuno João,Portugal,57.0
4208,La Cuvée 17 Brut,France,57.0
4209,Valmaggiore,Italy,57.0
4210,Hailey's Block,US,57.0
4211,Floodgate Vineyard Old Vines,US,57.0
4212,Devil's Gulch Vineyard,US,57.0
4213,Badde Nigolosu,Italy,57.0
4214,San Vicente,Spain,57.0
4215,Sur les Grèves Clos Saint-Anne Premier Cru,France,57.0
4216,Hicks Family Vineyard,US,57.0
4217,Roter Feinherb,Germany,57.0
4218,Prinz Salm Felseneck Wallhausen Spätlese,Germany,57.0
4219,Les Chalumaux Premier Cru,France,57.0
4220,Seduce,US,57.0
4221,Mount Maude,New Zealand,57.0
4222,Rosemary's Vineyard,US,56.90909090909091
4223,DVX,US,56.875
4224,Coopersmith,US,56.72727272727273
4225,Pajoré,Italy,56.714285714285715
4226,Diana's,US,56.66666666666666
4227,Mario's Vineyard,US,56.66666666666666
4228,Paesi Tuoi,Italy,56.66666666666666
4229,Parola's Limited Release,Australia,56.66666666666666
4230,TorreTesta,Italy,56.66666666666666
4231,Central Park West,US,56.66666666666666
4232,Ceppate,Italy,56.66666666666666
4233,Wightman House Vineyard,US,56.66666666666666
4234,Vigneti di Ravazzól,Italy,56.66666666666666
4235,Bel Canto Cara Mia Vineyard,US,56.66666666666666
4236,Les Narvaux,France,56.66666666666666
4237,Giovin Re,Italy,56.66666666666666
4238,No. 1,US,56.66666666666666
4239,Terre di Cariano,Italy,56.625
4240,Elite,Spain,56.6
4241,Elite,US,56.6
4242,Babcock Vineyards,US,56.5
4243,Fourchaume Premier Cru Vieilles Vignes,France,56.5
4244,Gran Cuvée Pas Operé,Italy,56.5
4245,Les Cent-Vignes Premier Cru,France,56.5
4246,Harper's Rest,US,56.5
4247,Eiswein,Austria,56.5
4248,Grand Brut,France,56.5
4249,Jubilee Hugel,France,56.5
4250,Clone 828,US,56.5
4251,Eiswein,Germany,56.5
4252,Frattey Shams Vineyard,US,56.5
4253,Boisrenard,France,56.5
4254,Collaboration Series II Ciel du Cheval Vineyard,US,56.5
4255,Estate Bottled Reserve,Chile,56.46153846153846
4256,Estate Bottled Reserve,US,56.46153846153846
4257,The Evil Twin,US,56.444444444444436
4258,Quinta de Vargellas Vintage,Portugal,56.42857142857143
4259,Carneros Cuvée,US,56.42857142857143
4260,Eric Stevens Purbrick,Australia,56.4
4261,Chenoweth Ranch,US,56.375
4262,La Chambée,France,56.33333333333334
4263,Bucher Vineyard,US,56.33333333333334
4264,Hawks View Vineyard,US,56.25
4265,The Gypsy,South Africa,56.25
4266,The Gypsy,Australia,56.25
4267,Dominode Premier Cru,France,56.25
4268,Montepirolo,Italy,56.25
4269,Les Grèves Premier Cru,France,56.2
4270,Gran Colegiata Campus,Spain,56.2
4271,Blanc de Blancs Brut,France,56.16666666666666
4272,Blanc de Blancs Brut,Spain,56.16666666666666
4273,Blanc de Blancs Brut,US,56.16666666666666
4274,Proprietress Reserve,US,56.16666666666666
4275,Wildcat Mountain,US,56.0
4276,Ocean's Ghost,US,56.0
4277,Olivet Grange Vineyard,US,56.0
4278,Reserve Nunes Vineyard,US,56.0
4279,1772,US,56.0
4280,Endeavor,US,56.0
4281,Première  Cuvée Brut Rosé,France,56.0
4282,Lumiere du Fleur,US,56.0
4283,Le Bernardine,France,56.0
4284,Cuvée Louis Eugène Blanc de Noirs Brut,France,56.0
4285,Tortoniano,Italy,56.0
4286,Mountain Estate Vineyard,US,56.0
4287,Terre Brune,Italy,56.0
4288,Costa di Rose,Italy,56.0
4289,Ascendance Cass Vineyard,US,56.0
4290,Chapter Five,US,56.0
4291,Mr. Smith,US,56.0
4292,Marquise de la Tourette,France,56.0
4293,Reserve Seventeen Forty,US,56.0
4294,Le Corti Marsiliana,Italy,56.0
4295,Lowerre Family Estate,US,56.0
4296,Chapel G Syrah,US,56.0
4297,Clos Pepe Vineyard Early Harvest,US,56.0
4298,Velvet Knees,US,56.0
4299,4 Vigne,Italy,56.0
4300,Vino Tinto,US,56.0
4301,Nero D'Avola-Urla Karasi,Turkey,56.0
4302,Trinity Cass Vineyard,US,56.0
4303,Ridges Ollie & Hazel's Block,US,56.0
4304,Phaeton,US,56.0
4305,Scion,US,56.0
4306,Savory Vineyards,US,56.0
4307,Almerita Extra Brut,Italy,56.0
4308,Almerita Brut Rosé,Italy,56.0
4309,Brauneberger Juffer Sonnenuhr Trocken GG,Germany,56.0
4310,Clos du Roy Premier Cru,France,56.0
4311,Quinta do Bomfim Vintage,Portugal,56.0
4312,Brauneberger Juffer Sonnenuhr Auslese,Germany,56.0
4313,Gregory Ranch,US,56.0
4314,Electio Microcuvée,Spain,56.0
4315,Serrig Schloss Saarsteiner Auslese 375 ml,Germany,56.0
4316,Bella Una,US,56.0
4317,Over 40 Years Old Tawny,Portugal,56.0
4318,Mayhem,US,56.0
4319,Eros Estate,US,56.0
4320,Seventeen Forty Reserve,US,56.0
4321,Thorn Ridge Ranch,US,56.0
4322,Vino Tinto,Spain,56.0
4323,Levia Gravia,Italy,56.0
4324,Clos du Cromin,France,56.0
4325,Clos de Cromin,France,56.0
4326,Xisto,Portugal,56.0
4327,Four Barriques,New Zealand,56.0
4328,Block 33,US,56.0
4329,Proximus,US,56.0
4330,Bolsa Negra Reserva Vino Rojo,US,56.0
4331,Borromeo Riserva,Italy,56.0
4332,La Rosta,Italy,56.0
4333,Le Rognet Premier Cru,France,56.0
4334,Weissenkirchner Steinriegl Smaragd,Austria,56.0
4335,Brut Réserve Grand Cru,France,56.0
4336,Ried Liebenberg Smaragd,Austria,56.0
4337,Cara Mia Vineyard Camerata,US,56.0
4338,Vintage Porto,Portugal,55.85714285714285
4339,Sous le Puits Premier Cru,France,55.83333333333334
4340,Carter Vineyard,US,55.8
4341,Altenberg de Bergheim Grand Cru Vieilles Vignes,France,55.75
4342,Costasera,Italy,55.714285714285715
4343,Alloro Vineyard,US,55.66666666666666
4344,Nelin,Spain,55.66666666666666
4345,Rangen de Thann Grand Cru Clos Saint-Théobald,France,55.66666666666666
4346,Hillside Vineyard,US,55.57142857142857
4347,Pommard Clone,US,55.54545454545455
4348,Primum,Argentina,55.5
4349,Georganne,US,55.5
4350,Cata de Consejero,Spain,55.5
4351,Gaudium Gran Vino,Spain,55.5
4352,Primum,Italy,55.5
4353,San Giorgio,Italy,55.42857142857143
4354,Rita's Crown Vineyard,US,55.42857142857143
4355,VGS,US,55.384615384615394
4356,Cyrus,US,55.384615384615394
4357,Ulises Valdez Vineyard,US,55.33333333333334
4358,Savoy Vineyards,US,55.33333333333334
4359,Casa de Santar Conde de Santar,Portugal,55.33333333333334
4360,Pratt Vineyard,US,55.33333333333334
4361,La Encantada,US,55.2
4362,Wurtele Vineyard,US,55.16666666666666
4363,Haynes Old Block,US,55.0
4364,Heather Hill,US,55.0
4365,Sotto Castello di Novello,Italy,55.0
4366,The Glenrose Vineyard Reserve,US,55.0
4367,Roma – En Chamberlin Vineyard Red,US,55.0
4368,Jonathan Tishbi Special Reserve Single Vineyard Sde Boker Kosher,Israel,55.0
4369,Te Rehua,New Zealand,55.0
4370,Seven Hills Vineyard Red,US,55.0
4371,Clonal Series Dijon 777,US,55.0
4372,Kiwa,New Zealand,55.0
4373,Grasberg,France,55.0
4374,Sentier du Clou Premier Cru,France,55.0
4375,Cuvée Paradoxe Premier Cru,France,55.0
4376,Teurons Premier Cru,France,55.0
4377,First Class,US,55.0
4378,Grattamacco,Italy,55.0
4379,Gattera,Italy,55.0
4380,T Noble Late Harvest,South Africa,55.0
4381,Terre de Vertus Premier Cru Brut,France,55.0
4382,Tendresse Grand Cru Sec,France,55.0
4383,Colle Grimaldesco,Italy,55.0
4384,Symmetry Red Wine,US,55.0
4385,Grand Cru Blanc de Blancs Brut d'Aÿ,France,55.0
4386,The West End,US,55.0
4387,Three Sixty Bucher Vineyard,US,55.0
4388,First Class,Australia,55.0
4389,Collaboration Series I Ciel du Cheval Vineyard Red Wine,US,55.0
4390,Cuvée Kristin Estate Blend Red Wine,US,55.0
4391,Clonal Series Block 405,US,55.0
4392,Scoprire,US,55.0
4393,Rim Rock Vineyard,US,55.0
4394,Stentiford's Reserve Old Vines,Australia,55.0
4395,Gran Assemblage,Argentina,55.0
4396,Stephanie,US,55.0
4397,Jaden's Reserve,US,55.0
4398,Grand Cru Sélection Brut,France,55.0
4399,Four Boys Estate Vineyard,US,55.0
4400,Grande Réserve Grand Cru Brut,France,55.0
4401,Cuvée 7,Hungary,55.0
4402,Hauts-Marconnets Premier Cru,France,55.0
4403,Freestone Vineyards Estate Grown,US,55.0
4404,Sonoro,Italy,55.0
4405,Symmetry,US,55.0
4406,Terroir Series Finca Coletto Single Vineyard,Argentina,55.0
4407,Dach Vineyard,US,55.0
4408,Solalto,Italy,55.0
4409,Sherwood Manor,US,55.0
4410,Summitville Vine Ranch,US,55.0
4411,Freestone Vineyards,US,55.0
4412,Cuvée Clive,South Africa,55.0
4413,Halcyon Days,US,55.0
4414,Cuvée Marilyn,US,55.0
4415,Sandown,Australia,55.0
4416,Four Boys Vineyard,US,55.0
4417,En Chevret,France,55.0
4418,Symmetry Meritage,US,55.0
4419,Terre di Rivolta Riserva,Italy,55.0
4420,Fat Buck Ridge Vineyard,US,55.0
4421,Estate AlphaWOLF Ranch,US,55.0
4422,Terre di Sandro,Italy,55.0
4423,Diamant La Clape,France,55.0
4424,DUBL Brut Rosato Metodo Classico,Italy,55.0
4425,Sodole,Italy,55.0
4426,Far Coast Vineyard,US,55.0
4427,Tough Guy,US,55.0
4428,Seventy Four-Forty One,US,55.0
4429,Golden Berry Select,US,55.0
4430,El Jefe – En Chamberlin Vineyard Red,US,55.0
4431,Fortuna Vineyard,US,55.0
4432,The Whitewing,US,55.0
4433,Ronco del Re,Italy,55.0
4434,Rusticardi 1933,Italy,55.0
4435,Kanzem Altenberg Auslese,Germany,55.0
4436,Irene's Vineyard,US,55.0
4437,Rüdesheim Berg Schlossberg QbA,Germany,55.0
4438,Champoux Vineyard Red,US,55.0
4439,Heytesbury,Australia,55.0
4440,Karen's Pommard,US,55.0
4441,Cummings Vineyard,US,55.0
4442,Champ Perdrix,France,55.0
4443,Savedra Vintage Port,Portugal,55.0
4444,The Salesman La Encantada Vineyard,US,55.0
4445,Terra de Promissio Vineyard,US,55.0
4446,Sentinel,US,55.0
4447,Grünlack Spätlese,Germany,55.0
4448,Frank Chiullino Chef Blend Red,US,55.0
4449,Saltonstall Vineyard,US,55.0
4450,Grünlock Spätlese,Germany,55.0
4451,Georges III,US,55.0
4452,Salmos Perpetual,Spain,55.0
4453,Kaefferkopf Vielles Vignes Grand Cru,France,55.0
4454,Slow Hand 375 ml,US,55.0
4455,Cross Creek Vineyard,US,55.0
4456,Conti Capponi,Italy,55.0
4457,Tawny  Library Vol. XIV,US,55.0
4458,Kate's Cuvee Rio Vista Vineyard,US,55.0
4459,The Contender,US,55.0
4460,Conner Lee Vineyard Conflict Red,US,55.0
4461,Floresta Apalta,Chile,55.0
4462,Rùbeo,Italy,55.0
4463,Robert Thomas Vineyard,US,55.0
4464,Cuvée Kristin Estate Blend,US,55.0
4465,Gibbston Vineyard,New Zealand,55.0
4466,Intuition Reserve Red Wine,US,55.0
4467,Katz Family Vineyard,US,55.0
4468,Robert Willis Reserve Spice Cabinet Vineyard,US,55.0
4469,Highwire Vineyard,US,55.0
4470,Clos Marguerite Massaut,France,55.0
4471,Rosemary's Block,US,55.0
4472,Edición Limitada 25 Aniversario,Spain,55.0
4473,Grossi Laüe Limited Edition,France,55.0
4474,Clos Galena,Spain,55.0
4475,Hochheim Kirchenstück Erstes Gewächs,Germany,55.0
4476,Charles Heintz Vineyard,US,55.0
4477,Cuvée Kristin,US,55.0
4478,Hochheimer Domdechaney Erstes Gewächs,Germany,55.0
4479,Tinto Figuero 15,Spain,55.0
4480,Chenowith Ranch,US,55.0
4481,Sango,Spain,55.0
4482,Kill Hill,US,55.0
4483,Eleanor's 114,US,55.0
4484,Furore Bianco Fiorduva,Italy,55.0
4485,Sentinel Red,US,55.0
4486,Fe Ciega Vineyard Block M,US,55.0
4487,Esprit de Tablas,US,55.0
4488,Eminence,US,55.0
4489,Grace,US,55.0
4490,Fiori Delle Stelle Ice Wine,US,55.0
4491,Fiori Delle Stelle Limited Release Ice Wine,US,55.0
4492,Sentinel Northridge Vineyard,US,55.0
4493,Gravel Bench,US,55.0
4494,Ronchi,Italy,55.0
4495,Eichkogel,Austria,55.0
4496,Sawyer Lindquist Vineyard Sonnie's,US,55.0
4497,Essence Miljenko's Selection Estate Grown,US,55.0
4498,Glenrose Vineyard Reserve,US,55.0
4499,Diosa,US,55.0
4500,El Rincón de Clunia,Spain,55.0
4501,Reserve The Glenrose Vineyard,US,55.0
4502,Herdade da Farizoa Grand Escolha,Portugal,55.0
4503,Gabarinza,Austria,55.0
4504,Stagecoach Vineyard Limited Edition Artist Series,US,55.0
4505,Four Soil Melange,US,55.0
4506,Slide Hill Vineyard,US,55.0
4507,Floodgate Vineyard West Block,US,55.0
4508,Sestina,US,55.0
4509,Susanna's Vineyard,US,55.0
4510,Etna Rosso,Italy,55.0
4511,Donnelly Creek,US,55.0
4512,Sori Paolin,Italy,55.0
4513,Fox Den Vineyard,US,55.0
4514,Tenuta Regaleali,Italy,55.0
4515,The Ringneck,US,55.0
4516,Solesce,US,55.0
4517,Esprit de Beaucastel Grown & Bottled on the Estate Mourvèdre-Grenache-Syrah-Counoise,US,55.0
4518,Heritage Selection Estate,US,55.0
4519,Felseneck Wallhausen Grosse Lage Spätlese,Germany,55.0
4520,Hors Classe Tournant de Pouilly,France,55.0
4521,Cordelio,Italy,55.0
4522,Roosevelt Vineyard,US,55.0
4523,Jula,Italy,55.0
4524,Ciel du Cheval Vineyard Reserve Syrah,US,55.0
4525,The Stones Speak,US,55.0
4526,Trefiano Riserva,Italy,55.0
4527,Monto Rosso Vineyard Viñas Antiguas,US,55.0
4528,Leone Zardini Riserva,Italy,55.0
4529,Abbazia di Rosazzo,Italy,55.0
4530,Cara Mia Vineyard Bel Canto Red Wine,US,55.0
4531,Cara Mia Vineyard Camerata Red Wine,US,55.0
4532,Brolo del Figaretto,Italy,55.0
4533,Viña Jorge Miralles Single Vineyard,Argentina,55.0
4534,Amandorlato 500 ml,Italy,55.0
4535,Amandorlato,Italy,55.0
4536,Caravina,US,55.0
4537,Brothers Reserve Chardonnay Copeland Vineyard,US,55.0
4538,Parker West,US,55.0
4539,Abstberg Auslese,Germany,55.0
4540,Windy Hill Vineyard Estate Grown,US,55.0
4541,Winemaker Selection,US,55.0
4542,Mount Veeder Estate,US,55.0
4543,Le Brut Premier Cru,France,55.0
4544,La Madrina,Italy,55.0
4545,Pignanera,Italy,55.0
4546,Acinatium,Italy,55.0
4547,Pine Mountain-Cloverdale Peak,US,55.0
4548,Osrii Block,US,55.0
4549,Rediviva of the Stones Red,US,55.0
4550,Cashmere passito,Italy,55.0
4551,Banditone,Italy,55.0
4552,Amaryllis,US,55.0
4553,Red Willow Vineyard Chapel Block,US,55.0
4554,Masos d'en Cubells,Spain,55.0
4555,Norace,Italy,55.0
4556,Les Cent Vignes Premier Cru,France,55.0
4557,Blanc de Blancs Grand Cru Extra Brut,France,55.0
4558,McDougall Vineyard,US,55.0
4559,Velvet Sisters Vineyard,US,55.0
4560,Von Stein Berglagen Reserve,Austria,55.0
4561,Northridge Sentinel Red,US,55.0
4562,Living in the Limelight,US,55.0
4563,??? Vineyard,US,55.0
4564,??? Vineyards,US,55.0
4565,A Solo,Italy,55.0
4566,Living in the Limelight Dionysus Vineyard,US,55.0
4567,Amber Knolls,US,55.0
4568,Ameritage Reserve,US,55.0
4569,Loibenberg Grüner Veltliner Smaragd,Austria,55.0
4570,Bella Vigna Vineyard,US,55.0
4571,Ambruco,Italy,55.0
4572,Laughlin Road Ranch,US,55.0
4573,Reserva Vendimia Seleccionada,Spain,55.0
4574,Non-Dosé Royale Réserve,France,55.0
4575,Amber Ridge,US,55.0
4576,Vigneti di Osan,Italy,55.0
4577,Castelgiocondo,Italy,55.0
4578,Maritime,US,55.0
4579,Outcrop Estate,US,55.0
4580,Lindley's Knoll,US,55.0
4581,Nierstein Pettenthal GG Trocken,Germany,55.0
4582,Le Jour Magique White,US,55.0
4583,Lou Prince,France,55.0
4584,Raccontami,Italy,55.0
4585,#50 Mon Chou,US,55.0
4586,Wunderburg,Austria,55.0
4587,Casa delle Colonne Zero Riserva Millesimato,Italy,55.0
4588,Pahi Single Vineyard,New Zealand,55.0
4589,Neipperger Schlossberg,Germany,55.0
4590,Luenzo,Italy,55.0
4591,Pago de la Calera,Spain,55.0
4592,Le Moine Mœnchberg Grand Cru,France,55.0
4593,La Côte Patriarche,US,55.0
4594,La Entrada La Rinconada Vineyard,US,55.0
4595,Beauregard Ranch Vineyard Estate Grown,US,55.0
4596,Cartel Selection,US,55.0
4597,Maestro Collection,US,55.0
4598,Triple Black Slopes,US,55.0
4599,La Côte Rousse,US,55.0
4600,Bel Canto Red Wine,US,55.0
4601,Brut Rosé Sauvage,France,55.0
4602,Pop Earth Brut,France,55.0
4603,Poggio de' Colli,Italy,55.0
4604,Pool Block,US,55.0
4605,Akiko's Cuvée,US,55.0
4606,Palisades Vineyard,US,55.0
4607,Pleasant Hill Vineyard,US,55.0
4608,Pangea Apalta Vineyards,Chile,55.0
4609,Prevail West Face,US,55.0
4610,La Chêneraie,France,55.0
4611,Bannockburn Vineyard,New Zealand,55.0
4612,Bar Lazy S,US,55.0
4613,Lenné Vineyard,US,55.0
4614,Première Cuvée Brut Rosé,France,55.0
4615,Nicholas Vineyard Wädenswil Clone,US,55.0
4616,La Grand Chatelaine,France,55.0
4617,Newton Vineyard,US,55.0
4618,Tresuri,Italy,55.0
4619,Overlook Vineyard,US,55.0
4620,Bussia Vigna Campo dei Buoi,Italy,55.0
4621,Reflet,France,55.0
4622,Pam de Nas,Spain,55.0
4623,Viola,Chile,55.0
4624,Barrel 16,US,55.0
4625,Bien Nacido Vineyard Old Vines,US,55.0
4626,Alka,Chile,55.0
4627,Bien Nacido Vineyard Old Vine,US,55.0
4628,Bien Nacido Vineyard H Block,US,55.0
4629,Bien Nacido Vineyard Entropy,US,55.0
4630,Quinta do Cardo Grande Escolha,Portugal,55.0
4631,Avaton,Greece,55.0
4632,Le Petit Bois,France,55.0
4633,Antinori Family Estate,US,55.0
4634,Michael Black,US,55.0
4635,Michael Anthony,US,55.0
4636,Mixt,US,55.0
4637,Petasera Reserve,US,55.0
4638,Olalla Vineyard,US,55.0
4639,Mirau,Italy,55.0
4640,Apricot Block,Australia,55.0
4641,Pepper Bridge Vineyard Red,US,55.0
4642,Campo Góticos,Spain,55.0
4643,Libatio Lunae,Italy,55.0
4644,Oenophile Extra Brut,France,55.0
4645,Anna's Vineyard Reserve,US,55.0
4646,Pearl Hart,US,55.0
4647,Olive Hill Estate Vineyards,US,55.0
4648,Aszú 5 Puttonyos - 500 ml,Hungary,55.0
4649,Meritaggio,US,55.0
4650,Prunaio,Italy,55.0
4651,Waitaki Vineyard,New Zealand,55.0
4652,Letzenberg,France,55.0
4653,Antica Chiusina,Italy,55.0
4654,Purisima Mountain Vineyard Block 6,US,55.0
4655,Pertimali,Italy,55.0
4656,Ángel,Spain,55.0
4657,Tête de Cru Les Perrières,France,55.0
4658,Apogee Pepper Bridge Vineyard,US,55.0
4659,Bodaeceia,US,55.0
4660,Les Santenots Premier Cru,France,55.0
4661,Blonde de Seigneur,France,55.0
4662,Anteprima,Italy,55.0
4663,Artist Series Red Wine,US,55.0
4664,by Montes,US,55.0
4665,Late Disgorged Blanc de Blanc,US,55.0
4666,Ocio,Chile,55.0
4667,Older Barrels,US,55.0
4668,Lagrimas de Luna,Chile,55.0
4669,Quail Hill Vineyard Old Wente,US,55.0
4670,Passiflora,US,55.0
4671,Bricco di Neive Riserva,Italy,55.0
4672,Monte Rosso Vineyard Toreador,US,55.0
4673,McGrail Vineyard,US,55.0
4674,Ancestor Estate Reserve Estate Bottled,US,55.0
4675,Camel Hill,US,55.0
4676,Voyageur,US,55.0
4677,Rattlesnake Rock,US,55.0
4678,Old School Vineyards,US,55.0
4679,Arborina,Italy,55.0
4680,Anderson Valley,US,55.0
4681,Midoriya Hills Vineyard,US,55.0
4682,Rapley Trail Vineyard Estate Grown,US,55.0
4683,Michele Red Wine,US,55.0
4684,Lacruz,Chile,55.0
4685,Campi Taurasini Eremo San Quirico,Italy,55.0
4686,Art,Spain,55.0
4687,Vigna del Trovatore,Italy,55.0
4688,Aureo,Italy,55.0
4689,Les Gendres,France,55.0
4690,Bric Micca,Italy,55.0
4691,Cayao,Chile,55.0
4692,Melville,US,55.0
4693,Quebrada Seca,Chile,55.0
4694,Michael Black Vineyard,US,55.0
4695,Les Fremiers Premier Cru,France,55.0
4696,Venezia Reserve,US,55.0
4697,Querencia Brut,US,55.0
4698,Flax Vineyard,US,54.88888888888889
4699,Les Damaudes,France,54.75
4700,Expression,France,54.75
4701,Expression,Spain,54.75
4702,Quinta da Fronteira Grande Escolha,Portugal,54.75
4703,Campo Leòn,Italy,54.66666666666666
4704,Dròmos L'Altro,Italy,54.66666666666666
4705,Nova Domus Riserva,Italy,54.66666666666666
4706,Käferberg,Austria,54.66666666666666
4707,Seascape Vineyard,US,54.66666666666666
4708,La Pommeraie,US,54.66666666666666
4709,Orphan Bank,Australia,54.66666666666666
4710,Premier Cru,France,54.62222222222222
4711,Jenkins Vineyard,US,54.6
4712,Bismark Mountain Vineyard,US,54.555555555555564
4713,Lunare,Italy,54.5
4714,Pinone Riserva,Italy,54.5
4715,Alba Nora,Italy,54.5
4716,Quinta do Panascal Vintage,Portugal,54.5
4717,San Andreas,US,54.5
4718,Saulheimer Hölle Trocken,Germany,54.5
4719,Alden Perry Reserve,US,54.5
4720,Faustino de Autor Reserva Especial,Spain,54.5
4721,Monolith,US,54.5
4722,Pur Plaisir,France,54.42857142857143
4723,Sophia Gimblett Gravels,New Zealand,54.375
4724,Cent Vignes Premier Cru,France,54.33333333333334
4725,Blanc de Blancs Premier Cru Brut,France,54.33333333333334
4726,Borzoni,Italy,54.33333333333334
4727,Monte Rosso Vineyard,US,54.31428571428572
4728,Meredith Estate,US,54.3
4729,The Merle Reserve,Australia,54.25
4730,Anthology,US,54.22222222222222
4731,Desiderio,Italy,54.2
4732,Cabochon Brut,Italy,54.2
4733,Castello di Brolio,Italy,54.16666666666666
4734,Pentad Red Wine,US,54.16666666666666
4735,Privilegio,Italy,54.14285714285714
4736,Rabajà,Italy,54.07692307692307
4737,Dijon 667 Clone,US,54.0
4738,Laura's,US,54.0
4739,Montesodi Castello di Nipozzano,Italy,54.0
4740,Carte Blanche Grand Cru Blanc de Blancs Brut,France,54.0
4741,Andetelmo,Chile,54.0
4742,Amethyst,US,54.0
4743,Monteti,Italy,54.0
4744,Megandina,US,54.0
4745,Mononi,US,54.0
4746,Beehive,US,54.0
4747,La Rinconada,US,54.0
4748,Dark & Brooding,US,54.0
4749,Rattlesnake Rock Vineyard,US,54.0
4750,Spécial Blanc de Blancs Grand Cru Brut,France,54.0
4751,Inked,US,54.0
4752,Flax Vineyard Méthode a L'Ancienne,US,54.0
4753,Grand Cru Blanc de Blancs Chouilly Brut,France,54.0
4754,Westlands,US,54.0
4755,Califa,US,54.0
4756,Reed,US,54.0
4757,Salve,Italy,54.0
4758,Westhofener Trocken S,Germany,54.0
4759,Anthology Red Wine,US,54.0
4760,Winemaker's Block Selection,US,54.0
4761,Starkey Hill,US,54.0
4762,Canary Hill Vineyard,US,54.0
4763,The Tri-Centenary,Australia,54.0
4764,Campo Quadro,Italy,54.0
4765,Sympatico,US,54.0
4766,Bad Impersonator Single Vineyard,Australia,54.0
4767,Stagecoach Vineyard Block I-4,US,54.0
4768,Savoya Vineyard,US,54.0
4769,Pario,Italy,54.0
